GO:0008150,GO:0010976,GO:0010951,GO:0010466,GO:0030155,GO:0006672,GO:0006974,GO:0006629,GO:0006665,GO:0042981,GO:0032526,GO:0001953,GO:0008284,GO:0006919,GO:0010942,GO:0010506,GO:0030330,GO:0046512,GO:0033629,GO:0046514,GO:0090285,GO:0035690,GO:0042407,GO:0006811,GO:0006813,GO:0071805,GO:0042493,GO:0051481,GO:0030322,GO:0071456,GO:0034220,GO:0007420,GO:0071294,GO:0090102,GO:0055085,GO:0016310,GO:0006468,GO:0042593,GO:0009083,GO:1904183,GO:0005996,GO:0006004,GO:0045665,GO:0036065,GO:0060180,GO:0007165,GO:0010468,GO:0007186,GO:0010628,GO:0005975,GO:0051092,GO:0000187,GO:0000122,GO:0006006,GO:0042177,GO:0050731,GO:0051897,GO:0046326,GO:0010033,GO:1902952,GO:0060070,GO:0043552,GO:0014068,GO:0050708,GO:0032880,GO:0046628,GO:0043410,GO:0016042,GO:0010750,GO:0007520,GO:2000252,GO:0043393,GO:0014902,GO:0070059,GO:1990535,GO:1903076,GO:0042060,GO:0032148,GO:1903427,GO:0022898,GO:0050995,GO:0042325,GO:0008286,GO:0045821,GO:0045840,GO:1904659,GO:0002674,GO:0006521,GO:0006953,GO:0006983,GO:0032270,GO:0033861,GO:0045725,GO:0045818,GO:0045861,GO:0045922,GO:0046631,GO:0050709,GO:0050715,GO:0055089,GO:0060266,GO:0060267,GO:1900182,GO:0006744,GO:0006120,GO:0030968,GO:0030433,GO:0018279,GO:1904153,GO:0000462,GO:0000028,GO:0016567,GO:0006511,GO:0034976,GO:0006605,GO:0030970,GO:0006621,GO:0055114,GO:0045454,GO:0046598,GO:0006457,GO:1900026,GO:0045785,GO:0018401,GO:0098761,GO:1902175,GO:0045944,GO:0006915,GO:0008285,GO:0043065,GO:0045892,GO:0000083,GO:1901653,GO:0006355,GO:0019673,GO:0007219,GO:0042351,GO:0000413,GO:0090501,GO:0090502,GO:0031053,GO:0072091,GO:2000312,GO:0045109,GO:0051865,GO:0006888,GO:0006641,GO:0090207,GO:0051604,GO:0009306,GO:0051006,GO:0034382,GO:0090181,GO:0033578,GO:0006508,GO:0006465
GO:0030322,0,0.0669679650460836,0.0633703399727248,0.0652732611094028,0.0712667932658877,0,0,0,0,0.0759758396318839,0,0.0574416465892657,0.0728159177763843,0.0605891318768854,0.0711928563301535,0.0656219613191383,0.059942592670737,0,0.0524579588583646,0,0.048910348673336,0,0,0,0,0,0,0.287795881745628,0.999896860306386,0,0,0,0,0,0,0,0,0.340851466256317,0,0,0,0,0.0658599266266087,0,0,0.0875377290806176,0.0854322377314557,0.0767090386397597,0.0794317067745583,0,0.0624890024534109,0.0621600839402216,0.0715106997371505,0,0.062135624785062,0.0641565410015359,0.0609595128751282,0.0577425992472586,0,0.266705177362016,0.0671941597733912,0.0565604534460693,0.0598593613070436,0.0688974827126286,0.0725972714364021,0.0561375724402509,0.0697024565906913,0,0.0506220754973491,0,0.0546117606954376,0.0644905019559392,0,0.0602212172757391,0,0.061270132483441,0,0.0550995207632365,0.0572815278938441,0.0660231943298345,0.0563552735790982,0.0766248609793316,0.0626008061327822,0.0552476573240088,0.0591734341606839,0,0.0542419612021684,0.0544320152379191,0,0.0547823198582725,0.07606065864306,0.049897308917759,0.0552476573240088,0.048910348673336,0.0668601328167925,0.0568478370963634,0,0.0631017902266011,0.0642345384246063,0.282557013417587,0.0511989127713065,0.0516800734969138,0.0596875900917997,0,0,0.0607276335587561,0,0,0.0527832396837461,0,0,0,0,0,0,0,0.273263795343919,0,0.307719567893533,0.0530776506011447,0,0.0575191889522747,0.068425909285314,0,0,0.0567545558632579,0.0742550472747785,0,0.0700804056188667,0.0705605552374181,0.0741867614985621,0.0540402522092807,0,0.0818343065541583,0,0.064977856119183,0,0,0,0,0.0535949498767051,0.0604458652275121,0.049897308917759,0,0,0,0,0.0585238928731574,0,0,0.0542419612021684,0.0520940012754094,0.0567545558632579,0,0,0
GO:0071456,0,0.0211734925293239,0.0198772874232069,0.0205603303465001,0.0227497464517609,0.0195137571881501,0.607893270434895,0,0.020537729152877,0.0245116437328282,0.35445046799292,0.0177854436724681,0.0233252350422163,0.0188892229667121,0.0227223793046605,0.020686118031958,0.474738664466163,0.0168058576118251,0.016068293202285,0.0177296958503074,0.0148682044471577,0.473465717377169,0.0171210172167806,0,0,0.020656544474328,0.430490982236092,0.0170249331666457,0,0.9992840891855,0.0236227595113571,0,0.367173795531659,0,0.0242810299205309,0.0261271652619636,0.0256133073964045,0,0.0171210172167806,0,0,0,0.0207720714898297,0,0,0.339172620328764,0,0.289914079231582,0,0,0.0195628720943908,0.227421120151135,0.0228400907631809,0,0,0.0201587947210652,0.2224421446559,0.0178903301207571,0.4951825224739,0.0156402915540841,0.248587364566014,0.0174791224943867,0.217902564391179,0.0218772531182751,0,0.384866867110331,0.259311375873738,0,0.180630524051678,0.0182626561276966,0,0,0.0196719927957673,0.477235958514178,0.0162798041750216,0.0191300445301742,0.416937784287864,0.01697384415006,0.0177296958503074,0.0208310964625676,0,0.0247574274298541,0.435275376743226,0.0170249331666457,0.0183908815131377,0.0192621503847771,0.325544983405535,0.0167440417883709,0.349681135825249,0.42903114523204,0.024543723547413,0,0.0170249331666457,0.0148682044471577,0.0211343402734464,0.0175788942828301,0.0202088390813519,0.0197813536553848,0.0201867757431888,0,0.305276094510893,0,0.0185715137373318,0.0172522382169421,0.0171663418860739,0.481782735706079,0.483576918314474,0.0172522382169421,0.411596937656081,0.0176104947217873,0.0172100420984998,0.0225671866301544,0.022368138196651,0.543645141364483,0.020686118031958,0.44800761731251,0.016068293202285,0,0.0183554240288062,0,0.020011612081283,0.0178124552055588,0.0217046958576479,0.0162798041750216,0.373172042875541,0.446379500337454,0.023863465738602,0.0254041029566236,0.022311706730981,0.0224887081061028,0.0238378480600782,0.016609477663878,0.466564773959695,0.0267567686776303,0.016068293202285,0.239210680107543,0.0148682044471577,0.0172930374534431,0.018442455400178,0.0172100420984998,0.0164567996719148,0.0188386510959282,0.177768428089152,0.0177854436724681,0.0185868609966925,0.0196492178309505,0.0194630936986878,0.0181632645711617,0,0.022272620919914,0,0,0,0.0156402915540841,0,0.0165357256640912
GO:0034220,0,0.0269699472704834,0.024901564809021,0.0259829382279235,0.0295805676285929,0.024333658656778,0.0315471540030119,0,0.0259468536335103,0.0326302800882708,0,0.0217036503408198,0.0305609779609056,0.0233701190159049,0.029534315409663,0.0261841511179865,0.0230221561651747,0.0202623954797353,0.0191998253794617,0.021620691194388,0.0175109695899307,0.0272123327714069,0.0207223014837524,0.860469082541241,0.674919282534438,0.831205640463437,0,0.0205817110450927,0,0.0236227595113571,0.98821173972395,0,0.0198710117393726,0,0.947437239300445,0.0355570938004226,0.0346120781781364,0,0.0207223014837524,0,0,0,0.0263220187252685,0,0,0.0411003181489297,0,0.0331242817852037,0,0,0.0244100803097484,0.0242281421473841,0.0297334927583906,0,0,0.0253449550627266,0.023570801329725,0.642742856103564,0,0.0185918977930677,0.0271034375582274,0.0212492188207646,0.0229775770972285,0.454851716900402,0.409471082093369,0.0210329686006037,0.0286122565790562,0,0.0183165501391101,0.0224185131693138,0,0,0.0245802103402433,0.0231717454567565,0.0195025888834977,0.319539143371968,0,0.0205070923789446,0.021620691194388,0.776725534806345,0,0.0330672933046435,0.0244721064115126,0.0205817110450927,0.022612045794448,0.704006341386587,0,0.0201726047611463,0,0.0203477875984655,0.0326871544951515,0,0.0205817110450927,0.0175109695899307,0.026906456266499,0.0213968538676572,0.0254241115521146,0.400327738962193,0.410647013246421,0,0.0185918977930677,0,0.30804245719874,0.0209148414529441,0.0207887359412647,0.0234450475696552,0.0235532321384381,0.0209148414529441,0.313105211827912,0.021443689829326,0.0208528594912284,0.0292726603757401,0.0289386256618792,0.0272893568547146,0.423504602801949,0.346831994012539,0.258430093470464,0,0.0225584673134068,0,0.025112737251038,0.0217438878165923,0.0278377660850059,0.0195025888834977,0.0202623954797353,0.0213488732503604,0.0314915946069581,0.0342311435485419,0.0288442422361987,0.0291407521587784,0.0314469968479948,0.0199776119641685,0.0267081750877616,0.0367334227172699,0.0191998253794617,0.025813227593087,0.0175109695899307,0.0209748327692723,0.0226900618722929,0.0208528594912284,0.0197571453410835,0.0232927571481083,0.571591727337503,0.0217036503408198,0.0229090405418928,0.396987388289169,0.0242549269419101,0.0222689248451174,0,0.46547312246392,0,0,0,0.0185918977930677,0,0.0198710117393726
GO:0007420,0,0.557050380601876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991651751858031,0,0.379428405394525,0,0,0,0,0,0,0,0,0.544094145586226,0,0.17070966083799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241729993911317,0,0,0.264343741827147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212573796727338,0,0.201406448148608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234648300408427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160511249071053,0,0,0,0
GO:0071294,0,0.018108931040769,0.0171523108062044,0.0176585292411441,0.0192496335610424,0.0168809408228358,0.234645192720643,0,0.0176418549399879,0.020496236599999,0.307878682307011,0.0155718944692337,0.0196600658919182,0.0164115364406368,0.0192300360135872,0.0177512361648604,0.189918814795797,0.0148157872274245,0.0142395637598961,0.0155291430183196,0.0132890146509048,0.404525988613989,0.0150601839128669,0,0,0.017729454509752,0.363676966982744,0.0149857884935988,0,0.367173795531659,0.0198710117393726,0,0.999921128469589,0,0.0203347417924372,0.0216137487303583,0.0212608934156325,0,0.0150601839128669,0,0,0,0.0178144928765039,0,0,0.275348778090465,0,0.241972316872326,0,0,0.016917684055658,0.196829651757096,0.0193142774324976,0,0,0.0173615188272275,0.193089059993137,0.0156522386141978,0.408793755075454,0.013902417868397,0.212488503971187,0.0153365725085461,0.189659266133851,0.0186212510535542,0,0.338038284020641,0.220275282996115,0,0.160782839802894,0.0159364950782671,0,0,0.0169992288623621,0.19078759489883,0.0144054218435799,0.0165930211354242,0.156378306360553,0.0149461906047551,0.0155291430183196,0.0178578886497309,0,0.0206678075104741,0.376316175558611,0.0149857884935988,0.0160340487313973,0.0166923198160477,0.126132130302071,0.0147677235533115,0.134312351065444,0.17380547746594,0.0205186620996738,0,0.0149857884935988,0.0132890146509048,0.0180802844022851,0.0154133301053231,0.0173986254876116,0.0170808299110556,0.0173822692161769,0,0.119151571994803,0,0.0161711780243258,0.015161622757827,0.0150952427655559,0.365235894579569,0.30904526924737,0.015161622757827,0.268311552949008,0.015437618946837,0.015129023949772,0.019118765539939,0.0189757084610258,0.213463407511912,0.0177512361648604,0.289118328583591,0.0142395637598961,0,0.0160070901805817,0,0.0172522382169421,0.0155925968669673,0.0184960881918081,0.0144054218435799,0.328982769827654,0.341697940447373,0.0200410567041961,0.0211165470723843,0.0189350806094045,0.0190624087143149,0.0200229854350147,0.0146629508981167,0.399477668144223,0.0220428290041351,0.0142395637598961,0.205599642070053,0.0132890146509048,0.0151931240288716,0.0160732369138852,0.015129023949772,0.0145438334570944,0.0163733480059093,0.158511207239502,0.0155718944692337,0.0161828132056817,0.0169822195106298,0.016843012926274,0.0158607580267719,0,0.0189069225310455,0,0,0,0.013902417868397,0,0.0146054425796391
GO:0090102,0,0.271238773464249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379428405394525,0,0.999629910511148,0,0,0,0,0,0,0,0,0.26633974786657,0,0.139567694002886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193969372349822,0,0,0.208265678446174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166352502375884,0,0.167120945350703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189383061716539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13267569443691,0,0,0,0
GO:0055085,0,0.0278313801435144,0.025634139624856,0.0267815402610725,0.030620054634787,0.0250327312043604,0.032732219180058,0,0.026743205048993,0.0338997545105411,0,0.0222580546387003,0.0316718055835019,0.0240141926400191,0.0305704973360451,0.0269953629371477,0.0236469366910476,0.0207447946224682,0.019632416537917,0.0221708116142221,0.0178700929074855,0.0280895708551376,0.021227120460827,0.582865010470507,0.453136001973249,0.792254540811716,0,0.0210796210771084,0,0.0242810299205309,0.947437239300445,0,0.0203347417924372,0,0.983819202184135,0.037069794602745,0.036043821295028,0,0.021227120460827,0,0,0,0.0271419293409897,0,0,0.0431349266152354,0,0.0344332562208619,0,0,0.025113614206305,0.0249210788292134,0.030783946228731,0,0,0.0261042479139799,0.0242261390299504,0.659282618451697,0,0.0189972390511063,0.0279735565801018,0.0217803658282345,0.0235999076688655,0.470021325138418,0.424284002442586,0.0215532274617033,0.0295836854052084,0,0.0187098470325986,0.0230105383593793,0,0,0.0252937285284901,0.0238047831629984,0.0199490893758162,0.328488779970917,0,0.0210013552753177,0.0221708116142221,0.801009847643708,0,0.0343716788985104,0.0251792720044531,0.0210796210771084,0.0232144740099465,0.723898156902916,0,0.0206506875344657,0,0.0208343100869261,0.0339611445389868,0,0.0210796210771084,0.0178700929074855,0.0277637735844949,0.0219355006524765,0.0261882260983897,0.412031711388908,0.422971438489384,0,0.0189972390511063,0,0.316351308927857,0.0214292014248092,0.0212968366285611,0.0240933151140777,0.0242075796917026,0.0214292014248092,0.320219392497402,0.0219847271157953,0.0213641380648962,0.0302902475315364,0.029932727304188,0.0281716484893085,0.436625209145613,0.355582775356366,0.264252780463946,0,0.0231580061972571,0,0.0258579755632311,0.0223003760494544,0.028756472157777,0.0199490893758162,0.0207447946224682,0.0218850767357922,0.032672411175229,0.0356309077911601,0.0298317592806129,0.0301490311492378,0.0326244087651666,0.0204463895126564,0.0275527050416196,0.0383501433791745,0.019632416537917,0.0266012731660743,0.0178700929074855,0.0214921842081269,0.0232967100176038,0.0213641380648962,0.0202155147214478,0.0239325153236978,0.539594771482134,0.0222580546387003,0.0235276141551867,0.408494051746721,0.0249494185458108,0.0228529728619937,0,0.481371846062436,0,0,0,0.0189972390511063,0,0.0203347417924372
GO:0016310,0,0.0302841344613756,0.237298056482367,0.248817449327469,0.0336154112098898,0.231293325052859,0.0361783200626852,0.26816863079197,0.248431233845175,0.0376100130864707,0,0.02379961781257,0.0348872719667261,0.221175322078729,0.0335556934089919,0.250973362601776,0.0253944385390309,0.189128933712161,0.0208220157571473,0.203026489718227,0.161482774832217,0.0305900888386686,0.0226247052123948,0,0,0.0292375998012884,0,0.0224572204685582,0,0.0261271652619636,0.0355570938004226,0,0.0216137487303583,0,0.037069794602745,0.963876839071743,0.934073760927465,0,0.193815785360637,0,0.203623506891943,0.144201408744889,0.0294695858257524,0.156870114227331,0,0.0493267034573101,0.322311569162448,0.0382678199107218,0.280064276908782,0.226000256686847,0.232099577490204,0.62328972380794,0.289661268088482,0.194949497797523,0.184316838449335,0.655314172816897,0.0260636210478925,0.0239878079535676,0,0.0201089286996534,0.0304525507282566,0.539423109994315,0.0253402097910304,0.0317447176064201,0,0.0229955424294715,0.750889178828457,0.210469516584987,0.0197872018572382,0.024661962188913,0,0,0.027303443243395,0.0255765664971469,0.0211785764908956,0.0262704936105227,0,0.518873879848708,0.203026489718227,0.0295885294781984,0.1587514208351,0.885924153657664,0.0271701237770913,0.520933939179498,0.0248963695111974,0.0265202677388508,0,0.188216109334335,0,0.0221790101432245,0.322835698640475,0.133072281413718,0.19238101806277,0.161482774832217,0.258745121015128,0.200724727889889,0.028348669548873,0.0275145672686832,0.19428417193877,0,0.138025401397264,0.139883735573141,0.0252285496674816,0.195783615495569,0.526656580595882,0.0259099483155974,0.223091436253717,0.195783615495569,0.179972286644194,0.201205972117626,0.0227804253095577,0.2845667485723,0.280887477215757,0.0306874552310387,0.0292968827820868,0.201205972117626,0.0208220157571473,0.231715732203727,0.02483143452053,0,0.0279620844129408,0.0238480108508001,0.0313826844888564,0.181427443887954,0.0220775947862565,0.0233736812467535,0.309297785757363,0.0397528224534229,0.0326677315781276,0.0330485790791366,0.308795696371375,0.186236279435582,0.0299544671046919,0.369798827310084,0.178372946691573,0.0288333083669615,0.391119151298522,0.196397435798442,0.21408658751262,0.195149770163742,0.184001907448214,0.0257240793172486,0.0193873083632395,0.02379961781257,0.216364454654582,0.0272595900896864,0.230463281361479,0.209718330992714,0.204656537702802,0.0325840097860169,0,0,0.160434291871076,0.172264247073999,0.262154962107435,0.185155370884872
GO:0006468,0,0.0295959071910112,0.471217026720693,0.493592736794207,0.0327695597757567,0.38960665379005,0.0352004488691678,0.341003166147826,0.417846104395495,0.0365543446390569,0,0.023372487905428,0.0339770695493598,0.439823522595068,0.0327128069384892,0.245451667090724,0.0249087305307149,0.319765986220411,0.0204943418932218,0.342843039028834,0.371426302899919,0.0298880464703261,0.0222383641923069,0,0,0.0285956128795311,0,0.0220765301158276,0,0.0256133073964045,0.0346120781781364,0,0.0212608934156325,0,0.036043821295028,0.934073760927465,0.970775064462309,0,0.327554873300502,0,0.260755596213959,0.185869078088948,0.0288174843944609,0.154164661092074,0,0.0475265743318443,0.426515113480468,0.037175437095102,0.372307612659005,0.288704133935003,0.311175827502847,0.65430923713795,0.386395767212749,0.249884937879676,0.42534022519356,0.687213682939571,0.0255522352018964,0.0235539580403943,0,0.0198031492813522,0.0297567353664212,0.529960060879136,0.0248565542311633,0.0309893319453938,0,0.0225965444077511,0.785010259047876,0.269320769772165,0.0194910565733834,0.0242036167129933,0,0,0.026742771223751,0.0250839341231069,0.0208396755507192,0.0257510384853444,0,0.546547790243207,0.199397782992526,0.0289312121723149,0.204296127425229,0.860683622735255,0.0266148581031448,0.512103170236686,0.024429352149928,0.0259909874287176,0,0.318248251932523,0,0.0218076157017994,0.636297266104624,0.13112031404458,0.258827862523786,0.217850741843217,0.512840395398631,0.206922676430953,0.0277447235097902,0.0269452813211108,0.260700298534634,0,0.135926566219098,0.137728444968832,0.0247491067925793,0.192407042469002,0.517632408301669,0.0254045165468484,0.443559156723211,0.448960953798949,0.35918901709492,0.226366300844823,0.022388793842042,0.647489963218149,0.55564937322396,0.0299809882402182,0.0286523184965839,0.400816487608569,0.0204943418932218,0.225860938207396,0.0243668274107377,0,0.0273743270893047,0.0234191578153148,0.0306442297946715,0.416566918120964,0.0217095608629762,0.0229615706668932,0.41188342417302,0.0385753180521198,0.0318683329853442,0.0322306660495023,0.411232813668804,0.250696520202183,0.0292809754891319,0.489866117669011,0.201082312979769,0.0282087635875957,0.385538653156256,0.450344184483711,0.240584758579946,0.219669920314639,0.20732495871103,0.0252258033954892,0.0191029261245162,0.023372487905428,0.495257999999806,0.0267006992260077,0.236959012922718,0.21602291498692,0.471226723473503,0.0317886535057267,0,0,0.206423618879914,0.395847663037997,0.599846192978335,0.369364548374615
GO:0042593,0,0.0840030433147823,0.0784186362521661,0.0813535492547032,0.0908793631136741,0,0,0,0,0.0986787244752872,0,0.069537211707502,0.0934136057364849,0.0742036398140758,0.0907591661258711,0.0818959328306559,0.0732362183213564,0,0.0623647385443053,0,0.0574138880661905,0,0,0,0,0,0,0.5655507275017,0.340851466256317,0,0,0,0,0,0,0,0,0.997852267556499,0,0,0,0,0.0822668958710367,0,0,0.119111947821374,0.115247191804364,0.0999191540029669,0.104588847769099,0,0.0770734673685009,0.0765737116979907,0.0912763614364571,0,0.0765365976742357,0.0796261204945783,0.074759936680413,0.0699787398223872,0,0.31564223576049,0.0843592578344156,0.068249996238758,0.0731120147536646,0.0870614790814989,0.0930540707990515,0.0676352057851122,0.088350817615041,0,0.0597869957167504,0,0.0654326423710231,0.0801411953723105,0,0.0736525583426142,0,0.0752276556814068,0,0.0661340848278087,0.0693026981340638,0.082521799670928,0.0679514657035616,0.0997763773845678,0.0772436205593064,0.0663476110453281,0.0720913316223933,0,0.0649024901705564,0.0651747779934532,0,0.0656776391926068,0.0988218556206839,0.0587786546379333,0.0663476110453281,0.0574138880661905,0.0838334430328901,0.0686688841728388,0,0.0780078135645718,0.0797463017715789,0.553232436772337,0.0605932717747948,0.0612683701149946,0.0728559275318691,0,0,0.0744114846016087,0,0,0.0628250192486125,0,0,0,0,0,0,0,0.324870153569284,0,0.53568627569179,0.0632425497221556,0,0.0696508810332466,0.0863098358946734,0,0,0.0685328217476638,0.0957953893973706,0,0.0889589367907353,0.0897340494721201,0.0956817702130258,0.0646139143615542,0,0.108794611746556,0,0.080895179150429,0,0,0,0,0.06397833075031,0.0739888689459321,0.0587786546379333,0,0,0,0,0.0711295425380127,0,0,0.0649024901705564,0.0618510054569911,0.0685328217476638,0,0,0
GO:0009083,0,0.0188132612818794,0.26192909629856,0.269952348005942,0.0200474462856912,0.257635212757161,0.0209317701649971,0.196592904476555,0.269687792967548,0.0214031618534676,0,0.0160898751470186,0.0204929985930625,0.250219607838911,0.0200261915071644,0.483481876384722,0.0168033039353064,0.390181726736416,0.0146714702760504,0.49496423176447,0.201266972012772,0.0189308852365334,0.0155441520210149,0,0,0.0184040254566296,0,0.0154649108695375,0,0.0171210172167806,0.0207223014837524,0,0.0150601839128669,0,0.021227120460827,0.193815785360637,0.327554873300502,0,0.99986045806158,0,0.47414341616144,0.376906327849933,0.0184956747409123,0.107435187113058,0,0.0247485549654192,0.186059937367426,0.021614601457336,0.172670944762446,0.178002990654543,0.172005500731934,0.256831196814147,0.19738557114664,0.461293648792563,0.537708777333802,0.26524280329674,0.0170937076504464,0.0161756680218319,0,0.0143138188156305,0.0188781199496438,0.142389863169568,0.0167795434351024,0.0193668178469076,0,0.0157183044179232,0.288663501365065,0.509368451253321,0.0141500513941785,0.0164794386046672,0,0,0.0176184065260658,0.0168828532217749,0.0148476046053322,0.0171824480172268,0,0.227165762957207,0.137443836310333,0.0185424570136866,0.423969319572393,0.184954680040761,0.0175627975559428,0.474465632697725,0.0165837743971087,0.0172889493284801,0,0.601646693382993,0,0.0153324661893529,0.315613159321923,0.0957125571131474,0.394801941596021,0.367121728695122,0.276650230722037,0.488447581134167,0.0180477956316257,0.0177060756148077,0.138982477725211,0,0.0982484257149491,0.0991863659195546,0.0167305108315196,0.399584210173617,0.133479806316108,0.0170274734956338,0.527055274908333,0.230546050591096,0.455466389021568,0.156461281349393,0.0156174983551384,0.29319415871752,0.609302967569661,0.0189681298010165,0.0184274972396423,0.491950890431916,0.0146714702760504,0.137952542785528,0.0165549372779225,0,0.0178903301207571,0.0161119787106869,0.0192314680999358,0.218694378923697,0.0152839309819689,0.0158940648707251,0.205134054821387,0.0220804893594946,0.0197065102384873,0.019844462365375,0.20494109533731,0.148364526164519,0.0186855091355836,0.226601883003377,0.374546287393264,0.0182430099633837,0.348837483182048,0.231040589026807,0.16312473383826,0.153232668244282,0.147121894064761,0.0169470017063426,0.0139443679726038,0.0160898751470186,0.246611655981393,0.0176001361811755,0.156880743922124,0.147421566963599,0.274431337116402,0.0196760129075686,0,0,0.405757765030239,0.210832103838921,0.318017172033314,0.221825516967112
GO:1904183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO:0005996,0,0,0.19653173566573,0.203984775448625,0,0.192585874084489,0,0.255120776846138,0.203737341400958,0,0,0,0,0.185840466874506,0,0.156795752902994,0,0.464690155316991,0,0.173427756301823,0.143398872886635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203623506891943,0.260755596213959,0,0.47414341616144,0,0.997476111026847,0.755424072246671,0,0.12854233243891,0,0,0.249150015819544,0,0.225713442686485,0.910778303833367,0.193118141050205,0.191850307444655,0.229236106660376,0.964120528583934,0.191756160860211,0.199597207522919,0,0,0,0,0,0.170764141210768,0,0,0,0,0.221782747464106,0.212755432235333,0,0,0,0,0,0,0,0,0,0.165413084039112,0.132413082200413,0,0.170008945864887,0.191587963749969,0,0.672743436517776,0,0,0,0.462839435613202,0,0,0.248492561448915,0.112113269686837,0.798237860888748,0.689752322943507,0.210287884648282,0.48793021214391,0,0,0.171403528451952,0,0.115608526670461,0.116909405639585,0,0.478088117698576,0.127847914154656,0,0.187127316242377,0.168358049931516,0.157051969102939,0.172159812177437,0,0.226182458364899,0.223960560068391,0,0,0.172159812177437,0,0.174810795005798,0,0,0,0,0,0.158106459744969,0,0,0.240763171449932,0,0,0,0.24047314470415,0.161570906191639,0,0.274016550413527,0.44268154818184,0,0.407211281232801,0.168790323762898,0.181040835963446,0.167911159787403,0.159965054015797,0,0,0,0.182589847344118,0,0.192037099360731,0.178052324701521,0.208191493081385,0,0,0,0.486952629418943,0.151418024991453,0.250939578948551,0.160794887523295
GO:0006004,0,0,0.150753184775894,0.155100104099952,0,0.148420557857745,0,0.182988161588563,0.154957012416192,0,0,0,0,0.144381780540179,0,0.11902715158279,0,0.370908300705722,0,0.136776228318464,0.117389109488057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144201408744889,0.185869078088948,0,0.376906327849933,0,0.755424072246671,0.999945396632792,0,0.102006894065805,0,0,0.171949168899098,0,0.160451257142603,0.676080365291226,0.148736489845191,0.147983295743041,0.169278154105587,0.759855515046289,0.147927274377109,0.152550357875305,0,0,0,0,0,0.135114088920863,0,0,0,0,0.165178974488922,0.160119005663962,0,0,0,0,0,0,0,0,0,0.131742008139436,0.104429431306694,0,0.134640863162129,0.13805947292841,0,0.535445749767835,0,0,0,0.369728262620368,0,0,0.179552954358436,0.0913803524612706,0.655799615739506,0.582838284034182,0.158717360944955,0.385566543068267,0,0,0.130954987110602,0,0.0936890873410575,0.0945416172202158,0,0.3793947336328,0.101569097407921,0,0.145157315819548,0.13360331525532,0.126383243006056,0.135986358177612,0,0.1676071766261,0.166383975650743,0,0,0.135986358177612,0,0.129129043396495,0,0,0,0,0,0.127065213990428,0,0,0.175482268686832,0,0,0,0.175328146098983,0.129293257288709,0,0.19250994311022,0.356751346106107,0,0.333351083695056,0.133875394561329,0.1414679686031,0.133321732850748,0.128262885005506,0,0,0,0.142412043111583,0,0.148094407955464,0.139636548716643,0.157520190917992,0,0,0,0.384955855098948,0.122709085367657,0.180827074936665,0.12879584729199
