GO:0005575,GO:0005634,GO:0005730,GO:0005615,GO:0031410,GO:0005576,GO:0043025,GO:0043204,GO:0034774,GO:0060205,GO:0016020,GO:0016021,GO:0000139,GO:0005794,GO:0030173,GO:0005739,GO:0005741,GO:0005743,GO:0001401,GO:0061617,GO:0005886,GO:0005887,GO:0005759,GO:0005947,GO:0005829,GO:0005737,GO:0030141,GO:0062023,GO:0005732,GO:0005783,GO:0005789,GO:0030176,GO:0048500,GO:0005785,GO:0000839,GO:0032040,GO:0034388,GO:0005788,GO:0009897,GO:0032991,GO:0030027,GO:0005856,GO:0005793,GO:0042470,GO:0034663,GO:0016222,GO:0005654,GO:0016604,GO:0005925,GO:0016607,GO:0014069,GO:0070877,GO:0030054,GO:0042995,GO:0030424,GO:0031463,GO:0005912,GO:0030057,GO:0005787,GO:0043231,GO:0031090
GO:0005886,0,0.00402479821504286,0.00242329077265894,0.00281748573537272,0.00301131302666577,0.00319197393561029,0.00235633399537114,0.00188101408595756,0.00139701193855587,0.00142719145551659,0.548907644653361,0.411574812251179,0.242807079102404,0.00271670652313343,0.202547693269722,0.0030761014607267,0.234992013808239,0.273024414530122,0.160555369627669,0.174173106942443,0.893761821755739,0.663001664661586,0.00213123585460326,0.00137912395564109,0.00302639220530918,0.00469690511204735,0.00221084371654852,0.00223449516973783,0,0.00272436379580118,0.274775869978145,0.230505576353592,0.00153930429025049,0.160555369627669,0.166977008019683,0,0.00137912395564109,0.00176855018224657,0.550876910087601,0,0.00194704893099092,0.0031638127582595,0.0017835852401871,0.00169328271496591,0.00150972731973969,0.00130404244567043,0.00296580922503063,0.00233306125007168,0.00194704893099092,0.00208694731503041,0.00222744126976086,0.00130404244567043,0.00334715309548892,0.00327700089409897,0.0024643886111472,0,0.00176855018224657,0.00163710453951515,0.16510092229895,0.00461311851430971,0.350586890458256
GO:0005887,0,0.00292003282533567,0.00197369368022042,0.00222752562354129,0.00234695894170712,0.00245526501729162,0.00192904845160811,0.00159838787339833,0.00123484880819755,0.00125836959983827,0.382086845244907,0.734269884276302,0.203504261521144,0.00216405716580664,0.413098325399609,0.00238612772702718,0.197985704866856,0.224311708032014,0.142373340739297,0.36226974066717,0.663001664661586,0.977691651522457,0.0017755254077664,0.00122085181690721,0.0023561084412753,0.00325830121653058,0.00183043492008244,0.00184661764453511,0,0.00216891314902175,0.225492581102285,0.461284100747479,0.00134472517271296,0.142373340739297,0.147400132402828,0,0.00122085181690721,0.00151644475480988,0.453573760209447,0,0.0016458195686635,0.00243856895276937,0.0015274854782763,0.00146076869577864,0.00132209812367183,0.00116164465799687,0.00231922592482986,0.00191342277963618,0.0016458195686635,0.00174467996381929,0.00184179747327661,0.00116164465799687,0.0025460607896986,0.00250526534547234,0.00200087077638244,0,0.00151644475480988,0.00141876817891805,0.145936245429602,0.00321775850101793,0.274140400667667
GO:0005759,0,0.27119789647261,0.512077050239245,0.00180486532398078,0.212691695898773,0.00195153422904723,0.00160379872096567,0.00136843887322704,0.342409022361318,0.348169056722349,0.00241292597463267,0.00205644469796494,0.17698296926341,0.213999638099829,0.155104547566534,0.694163066235957,0.518330320949398,0.575787400905527,0.389102703671551,0.414617150413198,0.00213123585460326,0.0017755254077664,0.99610577457998,0.720319122705665,0.213356254915505,0.274209147125787,0.173436080410564,0.00154640778273355,0,0.214390674616571,0.158105795509362,0.139758630857202,0.133114690351371,0.129795128536165,0.133846588170901,0,0.338969300770344,0.409755666613912,0.00156907459102802,0,0.00140305711465787,0.145801011817794,0.159760195147355,0.143072631029937,0.140900060699909,0.125661071794369,0.584152450518121,0.499058473412453,0.00140305711465787,0.461868320749646,0.102872078499119,0.125661071794369,0.00200846390167535,0.0019829912593565,0.00165313372054472,0.048299155019053,0.00130793072478257,0.00123461953296479,0.1087337080249,0.291859670818051,0.18552823137898
GO:0005947,0,0.172550983569214,0.361060950232149,0.00123465231642226,0.143545442490461,0.0013015681128899,0.00113713081460283,0.00101353435982612,0.267575126366357,0.271079677517367,0.00149182200908832,0.00134741325637657,0.128894124755719,0.147471973938324,0.116886491238856,0.466466722480183,0.37987229799957,0.409845457776537,0.555081024626811,0.583262597939065,0.00137912395564109,0.00122085181690721,0.720319122705665,0.999944368208285,0.143847834546687,0.169157643134644,0.124523588534678,0.00110797600439963,0.235418234803367,0.147657567792083,0.11239766213493,0.102803486733358,0.226521134129379,0.210083041530561,0.375265324021141,0.233739430360632,0.265469996424112,0.30700620789278,0.00111956383050994,0.343246937005539,0.00103240084846794,0.0974170239589386,0.119511068955989,0.108058447837077,0.223941044274296,0.629466347233151,0.395465395148733,0.354539828386214,0.00103240084846794,0.335356243071252,0.0737518962362957,0.357121813348319,0.0013266477358608,0.00131548601843207,0.0011617121944557,0.411074626146441,0.000979956800402963,0.000938215872315694,0.372687579726771,0.180689741763423,0.125594712341387
GO:0005829,0,0.126002245178898,0.0822612677531452,0.00240805403077224,0.287911638171422,0.00267642695477237,0.00206298391760159,0.00168926101673142,0.145568553386594,0.1484638922906,0.00362779268963117,0.00287777023098111,0.206524121878052,0.26371174432601,0.175490446570211,0.29313620971398,0.200589041565032,0.229081267745095,0.141864442896089,0.152914148182075,0.00302639220530918,0.0023561084412753,0.213356254915505,0.143847834546687,0.960992842042799,0.413479734768635,0.220387626630846,0.00196898813324309,0,0.264350090542661,0.00203895200309991,0.00174504184022089,0.159135177296571,0.141864442896089,0.147092731539254,0,0.0495391916127792,0.18054943856187,0.00200588347646556,0,0.00174232882242134,0.103369077721747,0.18193519781154,0.173577846823295,0.156332790777623,0.13658787004833,0.0978819186443834,0.0795763446308483,0.00174232882242134,0.0721208123558963,0.00196350890251933,0.047038960910527,0.00278467716060281,0.00273594988195124,0.00214533873289464,0.058351551096254,0.00159800159999494,0.00148991053518589,0.00128839382206671,0.140409652643691,0.00251608543356366
GO:0005737,0,0.203414152800854,0.109455875346734,0.00335849079981041,0.410991082210268,0.00390453903469603,0.00272320425562697,0.00210768347850853,0.171542166238347,0.175577226945494,0.00632393376721677,0.00434837487246073,0.263026080753536,0.363388709819036,0.214676540355967,0.421720574700129,0.253474363300347,0.300741204239022,0.166421538180207,0.181835631695396,0.00469690511204735,0.00325830121653058,0.274209147125787,0.169157643134644,0.413479734768635,0.725503467715017,0.285933656724283,0.00256177206582407,0,0.364601924734167,0.0026814845683529,0.00219523605593647,0.19070064781662,0.166421538180207,0.173662745479984,0,0.0582555373351375,0.222296116872976,0.00262458126634979,0,0.00219094435695599,0.150290393585681,0.224400528381131,0.211821378740704,0.186690267063191,0.159206532711474,0.1389640888576,0.104753056466934,0.00219094435695599,0.0922055399025553,0.00255250482025011,0.0548285134416821,0.00413928238987876,0.00403252659392142,0.00286856325667026,0.0708354897405686,0.00196749185854682,0.00180615951533602,0.00151828030205444,0.243799583161295,0.00357241738663671
GO:0030141,0,0.230987490641896,0.16723090017345,0.00186163356050808,0.737145853401936,0.00201807374035948,0.00164846671483813,0.00140082627313747,0.702946592278473,0.429404519948589,0.00251547472170255,0.00213046623399742,0.414756395878392,0.504167486345046,0.362353405873242,0.222707231366786,0.164904014315484,0.183685777530739,0.123034535191929,0.131260574930002,0.00221084371654852,0.00183043492008244,0.173436080410564,0.124523588534678,0.220387626630846,0.285933656724283,0.994844787301116,0.00158789479448402,0,0.505117075876806,0.45311279423773,0.399253619935797,0.135818222249336,0.302138002400461,0.311748050592086,0,0.109645779757688,0.371096295930445,0.00161180352860085,0,0.00143712428654226,0.150744423940267,0.152084799051193,0.490585373110399,0.328505240423785,0.29234340514699,0.191534466853473,0.16286178509886,0.00143712428654226,0.150415198502401,0.105625732636968,0.104822683419026,0.00207901235608946,0.0020517309563877,0.00170063277135305,0.0493337869320369,0.0013374863745114,0.00126092146085569,0.308956154633679,0.249330917872148,0.191563978416719
GO:0062023,0,0.00234792325625236,0.00169459750004758,0.634906036194234,0.00196259416939008,0.688780135868319,0.00166158031345059,0.00141028453618943,0.00111949220926531,0.00113878941500941,0.00254613826280281,0.00215242066441055,0.0015056192330131,0.00183304146176254,0.00131419271860972,0.0019899093911214,0.00146979801446881,0.00163851404949808,0.00109465738846886,0.00116825509790499,0.00223449516973783,0.00184661764453511,0.00154640778273355,0.00110797600439963,0.00196898813324309,0.00256177206582407,0.00158789479448402,0.994418276897971,0,0.00183652431566772,0.00164595513961798,0.00144895175960136,0.00120905421495245,0.00109465738846886,0.00112966326342594,0,0.00110797600439963,0.00134610601189893,0.00162433808286176,0,0.0014470808044076,0.00202624814568996,0.00135479857483968,0.00130205371035878,0.00119073147975141,0.00105899127587585,0.00194316347107371,0.00164997429800384,0.0014470808044076,0.0015229568571978,0.00159643864658292,0.00105899127587585,0.00209991392711961,0.00207208488844745,0.00171459298135232,0,0.00134610601189893,0.00126857965096341,0.00111949220926531,0.00253664347846332,0.00194346565882978
GO:0005732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2330109434538,0.246205159109487,0,0,0,0.235418234803367,0,0,0,0,0.999610577457998,0,0,0,0.498896862491028,0.2330109434538,0.239319497521043,0.516749087618296,0.463481312034661,0,0,0.409001982784943,0,0,0,0,0.250182480025328,0.226521134129379,0,0,0,0,0,0.226521134129379,0,0,0,0.264990724246406,0,0,0.23749271866122,0,0
GO:0005783,0,0.351396694000325,0.238179308472018,0.00221285540762378,0.263330657915966,0.00243745372154245,0.00191803658901173,0.00159082017134268,0.341364119112582,0.141645796682891,0.00320223958024032,0.0026033328306882,0.475336703547668,0.596592533583587,0.407754714571126,0.287599624181349,0.202344952730977,0.229099468263748,0.145711171858006,0.156524400876389,0.00272436379580118,0.00216891314902175,0.214390674616571,0.147657567792083,0.264350090542661,0.364601924734167,0.505117075876806,0.00183652431566772,0,0.978767199495605,0.526406092349742,0.45508500778601,0.151327487213823,0.545200945382746,0.564379226907183,0,0.147657567792083,0.685650161227203,0.00186858195875328,0,0.00163779719098577,0.181859438574065,0.184575954838483,0.164329817000865,0.59812206341773,0.525782422344238,0.279591237356341,0.230947185632521,0.00163779719098577,0.210685396726117,0.122121472191382,0.140521350065407,0.00252691294882124,0.00248672396478214,0.00198902617906224,0.0553129599336004,0.00150963144266388,0.00141280258509571,0.341364119112582,0.386885135238387,0.229189613673996
GO:0005789,0,0.243549416410821,0.173717867113422,0.00194194376712258,0.202163861403126,0.00211279199066756,0.00171112849068228,0.00144581854928648,0.31679251507565,0.115586792402859,0.314878020074082,0.26428983341366,0.603016056630856,0.525374853603603,0.524550707898849,0.205078640546158,0.588292146877907,0.657806309367853,0.435220618915552,0.465090170156425,0.274775869978145,0.225492581102285,0.158105795509362,0.11239766213493,0.00203895200309991,0.0026814845683529,0.45311279423773,0.00164595513961798,0,0.526406092349742,0.992545339910247,0.87067073656027,0.00123507759723609,0.653636025368864,0.674958313423171,0,0.11239766213493,0.382459875019571,0.197559044897048,0,0.00148451788185117,0.140032807513221,0.138041825255274,0.132542818906842,0.337378902032174,0.29935013544237,0.200092179932555,0.169007990902595,0.00148451788185117,0.155642786936744,0.10947888087201,0.107335017402362,0.00217967995121907,0.00214971165127377,0.00176740350520903,0,0.00137844240765983,0.00129725892338737,0.668760328788793,0.264030711957852,0.784525594677748
GO:0030176,0,0.202582635335426,0.151819374654301,0.00167349424799278,0.173106313457689,0.00179884751283729,0.00149921940665436,0.00129156606269515,0.289489406786165,0.105464964389055,0.258078298444129,0.528275419690967,0.534720682321571,0.454314072806366,0.780872143985411,0.1752389917702,0.523110955066324,0.577364221632661,0.398487361293102,0.700293869372534,0.230505576353592,0.461284100747479,0.139758630857202,0.102803486733358,0.00174504184022089,0.00219523605593647,0.399253619935797,0.00144895175960136,0,0.45508500778601,0.87067073656027,0.998108519081705,0.00112073717813933,0.598468187569691,0.616294023325455,0,0.102803486733358,0.343362852019044,0.173588871660554,0,0.00132236038889278,0.119328875193506,0.123846745911419,0.119402329675407,0.306584445681078,0.274854598182243,0.171585128946483,0.148209752484072,0.00132236038889278,0.137830602456464,0.0964022725025857,0.0985518948752567,0.00184710724926893,0.00182554108586918,0.00154224387686866,0,0.00123753090808247,0.00117170071287851,0.611122490747473,0.216555564194597,0.672739126606879
GO:0048500,0,0.061956694919664,0.049115120858466,0.00136148750210305,0.158765179538592,0.00144331351960649,0.00124385466413347,0.00109746291449089,0.103146610865919,0.104591931299074,0.00168104689561859,0.00149990486429972,0.130422786087715,0.151118084832799,0.117320791756922,0.160341055346449,0.128030486952453,0.139070732744456,0.22429149909975,0.236490866088228,0.00153930429025049,0.00134472517271296,0.133114690351371,0.226521134129379,0.159135177296571,0.19070064781662,0.135818222249336,0.00120905421495245,0.498896862491028,0.151327487213823,0.00123507759723609,0.00112073717813933,0.999805288728999,0.22429149909975,0.230130829448262,0.495069384136946,0.445965082261173,0.119560424478411,0.00122286592247999,0.382875403079054,0.00111961750789238,0.0559346301200298,0.120166526696352,0.116462887433354,0.240158182239556,0.218272035352188,0.0542878417812901,0.0481452341861079,0.00111961750789238,0.0453112746689192,0.00120698601925634,0.218272035352188,0.00147421795828691,0.0014604478637454,0.00127332646582287,0.25377124348172,0.00105820184839348,0.00100969414131767,0.228441140674615,0.0652487814190211,0.00139536088796753
GO:0005785,0,0.169898879384273,0.138148548177185,0.00121813683344591,0.14157032366417,0.00128322719848483,0.0011231064919844,0.00100237805037514,0.23477319246619,0.0968430716575701,0.173464023982677,0.156917488513184,0.510499708546273,0.332646671511917,0.463439743469799,0.15344193068118,0.501971128530637,0.433884682293851,0.404605856922298,0.412018750151588,0.160555369627669,0.142373340739297,0.129795128536165,0.210083041530561,0.141864442896089,0.166421538180207,0.302138002400461,0.00109465738846886,0.2330109434538,0.545200945382746,0.653636025368864,0.598468187569691,0.22429149909975,0.999953640173571,0.499010520724771,0.231366177079851,0.210083041530561,0.440341941524552,0.130704789932468,0.338153247468851,0.00102082770521759,0.0960491765476907,0.118232781098697,0.106935365291824,0.402512931552867,0.368402812271257,0.15113234201867,0.135684073898339,0.00102082770521759,0.12842772206088,0.0728667221485903,0.202968936843203,0.0013075983701944,0.0012967535839945,0.00114707889150406,0.233318858908514,0.000969523640538962,0.000928648238548799,0.495614605499725,0.177783659091003,0.485622843437706
GO:0000839,0,0.176908340673261,0.142747519634128,0.00126164252878735,0.146776557976393,0.00133159882350235,0.00115998620042964,0.00103165180367606,0.240534789359645,0.0992513106993863,0.180983954484966,0.163045865541432,0.421887332585976,0.344333005697265,0.381917894018107,0.159136483556196,0.414627020226069,0.447993593985602,0.401754137357566,0.4224678989609,0.166977008019683,0.147400132402828,0.133846588170901,0.375265324021141,0.147092731539254,0.173662745479984,0.311748050592086,0.00112966326342594,0.239319497521043,0.564379226907183,0.674958313423171,0.616294023325455,0.230130829448262,0.499010520724771,0.999925824277714,0.237584796009709,0.21519754813963,0.45276842523016,0.134929156990015,0.351603878143398,0.00105120532335119,0.0996563839239243,0.121585248870787,0.109879326842529,0.412870939062347,0.37706078825615,0.156653673403752,0.140117790956633,0.00105120532335119,0.132392962230586,0.0751931908084055,0.362258953394755,0.00135786078324033,0.00134616998099773,0.00118557675995562,0.629213477851857,0.000996883672789462,0.00095372005935303,0.50777754259404,0.185473540106511,0.50336597855306
GO:0032040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231366177079851,0.244369583294419,0,0,0,0.233739430360632,0,0,0,0,0.516749087618296,0,0,0,0.495069384136946,0.231366177079851,0.237584796009709,0.999656937284427,0.769230352889944,0,0,0.403961256021063,0,0,0,0,0.248287347818522,0.224966406103496,0,0,0,0,0,0.224966406103496,0,0,0,0.262865560531209,0,0,0.235784304273963,0,0
GO:0034388,0,0.273404013980721,0.633545688643881,0.00123465231642226,0.126394943783249,0.0013015681128899,0.00113713081460283,0.00101353435982612,0.267575126366357,0.271079677517367,0.00149182200908832,0.00134741325637657,0.128894124755719,0.147471973938324,0.116886491238856,0.155601869714239,0.12671609135824,0.136714403087192,0.210083041530561,0.220748999064482,0.00137912395564109,0.00122085181690721,0.338969300770344,0.265469996424112,0.0495391916127792,0.0582555373351375,0.109645779757688,0.00110797600439963,0.463481312034661,0.147657567792083,0.11239766213493,0.102803486733358,0.445965082261173,0.210083041530561,0.21519754813963,0.769230352889944,0.999944368208285,0.30700620789278,0.00111956383050994,0.343246937005539,0.00103240084846794,0.32540276842996,0.119511068955989,0.095147858425252,0.223941044274296,0.20479307226214,0.412991760198136,0.370252440748954,0.00103240084846794,0.350218671009992,0.0737518962362957,0.20479307226214,0.0013266477358608,0.00131548601843207,0.0011617121944557,0.23573254970967,0.000979956800402963,0.000938215872315694,0.213719329353159,0.180689741763423,0.125594712341387
GO:0005788,0,0.223211650737105,0.442482852939296,0.00153779546601023,0.180073311206555,0.00164300485503761,0.00138938440413519,0.00120921427348604,0.309825119831474,0.314533518884308,0.00195825711533163,0.00171673901630521,0.354767032420135,0.418206150320893,0.315712962728914,0.195644090046293,0.152060683942846,0.166689375877047,0.117686406931536,0.124640932248255,0.00176855018224657,0.00151644475480988,0.409755666613912,0.30700620789278,0.18054943856187,0.222296116872976,0.371096295930445,0.00134610601189893,0,0.685650161227203,0.382459875019571,0.343362852019044,0.119560424478411,0.440341941524552,0.45276842523016,0,0.30700620789278,0.99921188295071,0.00136324862755423,0,0.00123616585520176,0.122855610777404,0.141801932108826,0.127532968025052,0.474231258611328,0.42758729643851,0.49528848214764,0.43272871430131,0.00123616585520176,0.404487754983832,0.0895727247449954,0.114277582537779,0.00168317151336512,0.00166524500619105,0.00142625820071462,0.0431457472610584,0.00116172344584146,0.00110352169819682,0.274393395015031,0.237022272328987,0.157301249195738
GO:0009897,0,0.00240057613700796,0.00172185499187638,0.00191192385723874,0.00199924804824786,0.00207730580516092,0.00168777778390117,0.00142911217324089,0.0011313234590523,0.0011510342923629,0.308237822015685,0.259595962404654,0.180474657211509,0.00186497657233545,0.157243659252689,0.00202760045859534,0.176121085109925,0.196652030103434,0.130704789932468,0.13958950029839,0.550876910087601,0.453573760209447,0.00156907459102802,0.00111956383050994,0.00200588347646556,0.00262458126634979,0.00161180352860085,0.00162433808286176,0,0.00186858195875328,0.197559044897048,0.173588871660554,0.00122286592247999,0.130704789932468,0.134929156990015,0,0.00111956383050994,0.00136324862755423,0.993481808404109,0,0.00146691064383925,0.00206534189652045,0.00137216473248636,0.00131808599445327,0.00120412541869402,0.00106957224044863,0.00197908851530071,0.0016758042272135,0.00146691064383925,0.00154493651844689,0.00162060731834702,0.00106957224044863,0.00214193138797385,0.00211298521321094,0.00174250281743019,0,0.00136324862755423,0.00128379337825307,0.133701467648913,0.00259821171635316,0.23392863269534
GO:0032991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338153247468851,0.366669927736036,0,0,0,0.343246937005539,0,0,0,0,0.409001982784943,0,0,0,0.382875403079054,0.338153247468851,0.351603878143398,0.403961256021063,0.343246937005539,0,0,0.900437636761488,0,0,0,0,0.375561801704311,0.324654845910613,0,0,0,0,0,0.324654845910613,0,0,0,0.409951632317118,0,0,0.347674855468334,0,0
GO:0030027,0,0.00203261247006354,0.00152397201547794,0.00167099898062726,0.00173732033488101,0.00179596475052093,0.00149721647343309,0.00129007927245955,0.00104239250704139,0.00105910339670451,0.00217949897780045,0.0018844365686223,0.00136939789150208,0.00163502673492548,0.00120920036521529,0.00175869061791409,0.00133970139541,0.00147846218599432,0.00102082770521759,0.00108454361220375,0.00194704893099092,0.0016458195686635,0.00140305711465787,0.00103240084846794,0.00174232882242134,0.00219094435695599,0.00143712428654226,0.0014470808044076,0,0.00163779719098577,0.00148451788185117,0.00132236038889278,0.00111961750789238,0.00102082770521759,0.00105120532335119,0,0.00103240084846794,0.00123616585520176,0.00146691064383925,0,0.998136334977562,0.00178701508662564,0.00124349264638046,0.00119891588763978,0.00110388763389282,0.000989742075975614,0.00172207696362542,0.00148778651362769,0.00132080189826931,0.00138372525743923,0.00144411911566647,0.000989742075975614,0.00184406786444788,0.583304571504614,0.526766652060025,0,0.00123616585520176,0.00117047695292091,0.00104239250704139,0.00217253804007494,0.0017223142952535
GO:0005856,0,0.255107689870609,0.547066514580365,0.00249425718722886,0.198683901464978,0.00278334170637247,0.0021259287761322,0.00173123384185726,0.0986042877726991,0.100603211374275,0.00382705389278672,0.00300174866630794,0.141006361395364,0.181405068029498,0.119334710667201,0.202428751419502,0.136848175657835,0.156869070851878,0.0960491765476907,0.103678563437601,0.0031638127582595,0.00243856895276937,0.145801011817794,0.0974170239589386,0.103369077721747,0.150290393585681,0.150744423940267,0.00202624814568996,0,0.181859438574065,0.140032807513221,0.119328875193506,0.0559346301200298,0.0960491765476907,0.0996563839239243,0,0.32540276842996,0.122855610777404,0.00206534189652045,0,0.00178701508662564,0.950496977339317,0.123820864079482,0.118004806480373,0.10604342777023,0.0924135996474161,0.196041985735942,0.158270146667082,0.00178701508662564,0.143036525333521,0.13470121794014,0.0924135996474161,0.00290060261195789,0.00284777236128542,0.00221349246302757,0.059635079237892,0.00163551155432468,0.0015224659695341,0.087514231201235,0.285870548989767,0.174029422354238
GO:0005793,0,0.22518535899479,0.172606726450264,0.00154915043673557,0.181451743415184,0.00165597324349942,0.00139864682117543,0.00121622415599302,0.112265766477085,0.113980068176411,0.00197670752346488,0.00173090252119937,0.156159647316524,0.184286042996951,0.138875270776476,0.197158727488242,0.152974083396986,0.167787607005378,0.118232781098697,0.125253957116276,0.0017835852401871,0.0015274854782763,0.159760195147355,0.119511068955989,0.18193519781154,0.224400528381131,0.152084799051193,0.00135479857483968,0,0.184575954838483,0.138041825255274,0.123846745911419,0.120166526696352,0.118232781098697,0.121585248870787,0,0.119511068955989,0.141801932108826,0.00137216473248636,0,0.00124349264638046,0.123820864079482,0.99914697919371,0.128222830852922,0.127377649785324,0.114792694032756,0.193361906701596,0.16877654888388,0.00124349264638046,0.157693563810933,0.0901500376780584,0.114792694032756,0.0016967843575388,0.00167856828147372,0.00143602051189278,0.0433749959029466,0.00116819205410517,0.00110935676675049,0.0988524957425761,0.239248990327846,0.158495744374662
GO:0042470,0,0.17485822823684,0.135695592654152,0.00148057017464494,0.580974904004566,0.00157784737517879,0.00134250325932663,0.00117354745585502,0.365845730764689,0.371268630847166,0.0018663955496065,0.00164572846281531,0.139967611990738,0.164082913592826,0.124987868905483,0.175013529232869,0.137216038960324,0.149976221533411,0.106935365291824,0.113095589124841,0.00169328271496591,0.00146076869577864,0.143072631029937,0.108058447837077,0.173577846823295,0.211821378740704,0.490585373110399,0.00130205371035878,0,0.164329817000865,0.132542818906842,0.119402329675407,0.116462887433354,0.106935365291824,0.109879326842529,0,0.095147858425252,0.127532968025052,0.00131808599445327,0,0.00119891588763978,0.118004806480373,0.128222830852922,0.999480769943997,0.114954800327677,0.103909545554064,0.151270542437469,0.132804667511602,0.00119891588763978,0.124409918833232,0.0866467912572064,0.0914946580050537,0.00161485550535207,0.00159834752105118,0.0013768998162477,0.0419758875002782,0.00112876499965576,0.00107374060111968,0.0960003113113868,0.185170988022787,0.151288949860893
GO:0034663,0,0.189442963850366,0.150798525823375,0.00133829769776196,0.155975695052125,0.00141727916729748,0.00122447043051037,0.00108234519298611,0.250389624624757,0.10337400422854,0.00164583441167786,0.0014718087799918,0.315644179086699,0.364891812903255,0.284348826232523,0.169207513681041,0.135595011010768,0.147107210456844,0.221761667016732,0.233680075691217,0.00150972731973969,0.00132209812367183,0.140900060699909,0.223941044274296,0.156332790777623,0.186690267063191,0.328505240423785,0.00119073147975141,0.250182480025328,0.59812206341773,0.337378902032174,0.306584445681078,0.240158182239556,0.402512931552867,0.412870939062347,0.248287347818522,0.223941044274296,0.474231258611328,0.00120412541869402,0.375561801704311,0.00110388763389282,0.10604342777023,0.127377649785324,0.114954800327677,0.999842376590142,0.391829027593,0.166403276841048,0.147866842973196,0.00110388763389282,0.139290112403486,0.0792511947703439,0.21587544531636,0.00144706725350762,0.00143379741384495,0.00125302027059905,0.250537485403696,0.00104413950375561,0.000996883672789462,0.250389624624757,0.199298725936457,0.136395750963942
GO:0016222,0,0.162884526285188,0.133474825204008,0.00117413221490422,0.136315202115405,0.00123448829938248,0.0010855941972425,0.000972389398373884,0.22881625144531,0.0943547943606056,0.00140435734958749,0.00127565497774831,0.282113902647106,0.320812906469724,0.256848186085411,0.147697659320396,0.121424244750034,0.130574753931411,0.202968936843203,0.212907669144776,0.00130404244567043,0.00116164465799687,0.125661071794369,0.629466347233151,0.13658787004833,0.159206532711474,0.29234340514699,0.00105899127587585,0.226521134129379,0.525782422344238,0.29935013544237,0.274854598182243,0.218272035352188,0.368402812271257,0.37706078825615,0.224966406103496,0.20479307226214,0.42758729643851,0.00106957224044863,0.324654845910613,0.000989742075975614,0.0924135996474161,0.114792694032756,0.103909545554064,0.391829027593,0.999972184104143,0.145556551475651,0.131172892901435,0.000989742075975614,0.124378953439462,0.0704961374500856,0.345322944463283,0.00125702706299875,0.00124700168319545,0.00110797600439963,0.395519031497301,0.000941441078394669,0.000902852196311481,0.359856225297106,0.170117832988695,0.119306678728149
GO:0005654,0,0.609507243985294,0.681946929180698,0.00236954056624927,0.249225951272992,0.00262893527815769,0.00203465250028118,0.00167021728971226,0.400155198968422,0.408044262306366,0.00354108433524687,0.00282293753537079,0.219176679651447,0.278926558581793,0.186583447030513,0.309513037888657,0.212952575031033,0.242792583845959,0.15113234201867,0.162797355887826,0.00296580922503063,0.00231922592482986,0.584152450518121,0.395465395148733,0.0978819186443834,0.1389640888576,0.191534466853473,0.00194316347107371,0,0.279591237356341,0.200092179932555,0.171585128946483,0.0542878417812901,0.15113234201867,0.156653673403752,0,0.412991760198136,0.49528848214764,0.00197908851530071,0,0.00172207696362542,0.196041985735942,0.193361906701596,0.151270542437469,0.166403276841048,0.145556551475651,0.965128138560249,0.787090469371942,0.00172207696362542,0.714258887638096,0.129193071948055,0.230631808706391,0.00273330298789028,0.00268634189150667,0.00211471695976656,0.0577668301721477,0.00158094951751383,0.00147507657970889,0.127071296980501,0.42761134964158,0.246133671027268
GO:0016604,0,0.472562787846099,0.572772480563296,0.00194754086855506,0.202773673190633,0.00211941893770869,0.00171547265626,0.0014489188069479,0.358304569371926,0.364616738876174,0.00267490767272082,0.00224373098419656,0.188115838202598,0.23049348465619,0.163589104405008,0.250989779723817,0.183512316198013,0.205250881703248,0.135684073898339,0.145012647821457,0.00233306125007168,0.00191342277963618,0.499058473412453,0.354539828386214,0.0795763446308483,0.104753056466934,0.16286178509886,0.00164997429800384,0,0.230947185632521,0.169007990902595,0.148209752484072,0.0481452341861079,0.135684073898339,0.140117790956633,0,0.370252440748954,0.43272871430131,0.0016758042272135,0,0.00148778651362769,0.158270146667082,0.16877654888388,0.132804667511602,0.147866842973196,0.131172892901435,0.787090469371942,0.992359900604532,0.00148778651362769,0.913701655610102,0.109745587066477,0.20784115339644,0.00218673383991888,0.00215657260106431,0.00177203849531767,0.0508617779552836,0.0013812601680592,0.00129975425266015,0.113781418963205,0.323424002070276,0.200721939603721
